name,product_url,image_url,size,ean,sku,rrp
VELO Minty Lemon 10mg Nicotine Pouches,https://www.deebee.co.uk/product/id/904390/barcode/5000393179500/velo-minty-lemon-10mg-nicotine-pouches,https://www.dbstatic.co.uk/assets/products/small/500039/5000393179500.jpg,5 x 20PK,5000393179500,904390,£6.50
Velo Peppermint Storm 11mg,https://www.deebee.co.uk/product/id/904361/barcode/5000393178442/velo-peppermint-storm-11mg,https://www.dbstatic.co.uk/assets/default/default_sm.jpg,10 x 20PK,5000393178442,904361,£6.50
Velo Purple Grape Mini 4mg,https://www.deebee.co.uk/product/id/904428/barcode/5000393021526/velo-purple-grape-mini-4mg,https://www.dbstatic.co.uk/assets/default/default_sm.jpg,5 x 15PK,5000393021526,904428,£5.00
Velo Ruby Berry 6mg Pouch,https://www.deebee.co.uk/product/id/803958/barcode/5000393085214/velo-ruby-berry-6mg-pouch,https://www.dbstatic.co.uk/assets/products/small/500039/5000393085214_T0.jpg,10 x 20PK,5000393085214,803958,£6.50
Velo Strawberry Ice 10mg,https://www.deebee.co.uk/product/id/904378/barcode/5000393184221/velo-strawberry-ice-10mg,https://www.dbstatic.co.uk/assets/products/small/500039/5000393184221.jpg,5 x 20PK,5000393184221,904378,£6.50
Velo Tropical Mango 10mg,https://www.deebee.co.uk/product/id/904405/barcode/5000393043719/velo-tropical-mango-10mg,https://www.dbstatic.co.uk/assets/products/small/500039/5000393043719.jpg,10 x 20PK,5000393043719,904405,£6.50
VELO Watermelon Mint 10mg Nicotine Pouches,https://www.deebee.co.uk/product/id/904384/barcode/5000393179531/velo-watermelon-mint-10mg-nicotine-pouches,https://www.dbstatic.co.uk/assets/products/small/500039/5000393179531.jpg,5 x 20PK,5000393179531,904384,£6.50
Zig-Zag Rolls,https://www.deebee.co.uk/product/id/728450/barcode/3057067103011/zig-zag-rolls,https://www.dbstatic.co.uk/assets/products/small/305706/3057067103011_T0.jpg,24 x SGL,3057067103011,728450,£1.10
Condor Ready Rubbed 50g,https://www.deebee.co.uk/product/id/193260/barcode/5000143967821/condor-ready-rubbed-50g,https://www.dbstatic.co.uk/assets/products/small/500014/5000143967821_T106.jpg,5 x 50GM,5000143967821,193260,£21.75
Special Virginia Ready Rubbed 50g,https://www.deebee.co.uk/product/id/193384/barcode/5000143962024/special-virginia-ready-rubbed-50g,https://www.dbstatic.co.uk/assets/products/small/500014/5000143962024_T106.jpg,5 x 50GM,5000143962024,193384,£21.75
Clan Original Pipe Tobacco 50g,https://www.deebee.co.uk/product/id/247794/barcode/5710840158629/clan-original-pipe-tobacco-50g,https://www.dbstatic.co.uk/assets/products/small/571084/5710840158629.jpg,5 x 50GM,5710840158629,247794,£24.10
ST. BRUNO Flake 50g,https://www.deebee.co.uk/product/id/259829/barcode/5707294194105/st-bruno-flake-50g,https://www.dbstatic.co.uk/assets/products/small/570729/5707294194105.jpg,5 x 50GM,5707294194105,259829,£24.42
Clan Aromatic Fine Pipe Tobacco 25g,https://www.deebee.co.uk/product/id/482913/barcode/8723900103535/clan-aromatic-fine-pipe-tobacco-25g,https://www.dbstatic.co.uk/assets/products/small/872390/8723900103535.jpg,5 x 25GM,8723900103535,482913,£12.13
St Bruno Ready Rubbed 25g,https://www.deebee.co.uk/product/id/259762/barcode/5707294194167/st-bruno-ready-rubbed-25g,https://www.dbstatic.co.uk/assets/products/small/570729/5707294194167.jpg,5 x 25GM,5707294194167,259762,£12.29
St. Bruno Ready Rubbed 50g,https://www.deebee.co.uk/product/id/259785/barcode/5707294376297/st-bruno-ready-rubbed-50g,https://www.dbstatic.co.uk/assets/products/small/570729/5707294376297.jpg,5 x 50GM,5707294376297,259785,£24.42
GOLD BLOCK The Aristocrat of Pipe Tobaccos 40g,https://www.deebee.co.uk/product/id/678469/barcode/5707294194044/gold-block-the-aristocrat-of-pipe-tobaccos-40g,https://www.dbstatic.co.uk/assets/products/small/570729/5707294194044.jpg,5 x 40GM,5707294194044,678469,£19.66
Amber Leaf Blonde 6 x 30g,https://www.deebee.co.uk/product/id/710147/barcode/5000143955125/amber-leaf-blonde-6-x-30g,https://www.dbstatic.co.uk/assets/products/small/500014/5000143955125_T106.jpg,6 x 30GM,5000143955125,710147,£17.00
Erinmore Flake Tin,https://www.deebee.co.uk/product/id/466447/barcode/5710840016776/erinmore-flake-tin,https://www.dbstatic.co.uk/assets/products/small/571084/5710840016776.jpg,5 x 50GM,5710840016776,466447,£24.22
Erinmore Mixture Pipe Tobacco 25g,https://www.deebee.co.uk/product/id/653082/barcode/5000393145253/erinmore-mixture-pipe-tobacco-25g,https://www.dbstatic.co.uk/assets/products/small/500039/5000393145253.jpg,5 x 25GM,5000393145253,653082,£12.13
Swan Extra Slim 120 Pre Cut Filter Tips,https://www.deebee.co.uk/product/id/056825/barcode/50226894/swan-extra-slim-120-pre-cut-filter-tips,https://www.dbstatic.co.uk/assets/products/small/502268/50226894.jpg,20 x 120S,50226894,056825,£1.10
Rizla Menthol Chill Flavour Infusion,https://www.deebee.co.uk/product/id/761988/barcode/4030700129813/rizla-menthol-chill-flavour-infusion,https://www.dbstatic.co.uk/assets/products/small/403070/4030700129813.jpg,25 x SGL,4030700129813,761988,£0.54
Swan Menthol Extra Slim 120 Pre Cut Filter Tips,https://www.deebee.co.uk/product/id/540150/barcode/50226856/swan-menthol-extra-slim-120-pre-cut-filter-tips,https://www.dbstatic.co.uk/assets/products/small/502268/50226856.jpg,20 x 120S,50226856,540150,£1.17
Swan Slim Filter Tips x 165,https://www.deebee.co.uk/product/id/458058/barcode/50226962/swan-slim-filter-tips-x-165,https://www.dbstatic.co.uk/assets/products/small/502269/50226962.jpg,10 x 165S,50226962,458058,£0.99
